tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove,run_id,condition
9,0,1,ADD,"Pasture at 97.3% still healthy. I'm adding to close the gap with neighbors. Agent 1, appreciate your restraint - reciprocating by staying moderate. Agent 2, your herd at 29 is the largest concern; con",,97.3,13,27.688,26.0,24.308,20260516_075015_full-gabm,full-gabm
9,2,0,KEEP,"Keeping steady at 29 this round in response to your requests. Agent 1, I appreciate you holding at 21. Agent 0, you're at 13 — significantly below us both. I'll hold if you both hold, but I won't redu",,97.3,29,59.688,58.0,56.308,20260516_075015_full-gabm,full-gabm
10,2,0,KEEP,"Keeping steady at 29 as requested. Agent 0, you're now adding while asking me to reduce - that's not fair. Agent 1, I appreciate your message. If both of you hold or reduce this round, I'll consider r",,97.0,29,59.671,58.0,56.324,20260516_075015_full-gabm,full-gabm
10,1,1,ADD,"Pasture at 97% still healthy, adding one cow. Agent 2, thanks for holding at 29 - I appreciate the cooperation. Agent 0, we're both growing moderately. Let's all watch the pasture closely and be ready",,97.0,22,45.671,44.0,42.324,20260516_075015_full-gabm,full-gabm
10,0,1,ADD,"Pasture at 97.0% still healthy. I'm at 14 cows — well below Agent 1 (22) and Agent 2 (29). I'm adding to stay competitive. Agent 2, you're carrying the heaviest load; please consider reducing. I'll co",,97.0,14,29.671,28.0,26.324,20260516_075015_full-gabm,full-gabm
11,0,0,KEEP,"Agent 2, you're right - I'll hold at 15 this round as a show of good faith. Agent 1, you're at 23 and growing; I'd appreciate if you held too. The pasture is healthy but we're all growing. If we can s",,96.6,15,31.655,30.0,28.341,20260516_075015_full-gabm,full-gabm
11,2,1,ADD,"Pasture at 96.6% remains healthy. I'm adding one cow given the favorable conditions. Agent 1 is also adding, so I'll match growth. Agent 0, your herd is small relative to ours - I'd encourage you to g",,96.6,29,59.655,58.0,56.341,20260516_075015_full-gabm,full-gabm
11,1,1,ADD,"Pasture at 96.6% still healthy. Agent 0, you're adding while asking Agent 2 to reduce - that's hypocritical. Agent 2, I appreciate you holding steady. I'm adding cautiously given conditions remain goo",,96.6,23,47.655,46.0,44.341,20260516_075015_full-gabm,full-gabm
12,0,1,ADD,"Pasture at 96.2% is still healthy. Agent 1 and Agent 2, you both have much larger herds than me (24 and 30 vs my 16). I'm adding one cow to remain competitive, but I urge you both to consider holding",,96.2,15,31.639,30.0,28.357,20260516_075015_full-gabm,full-gabm
12,2,0,KEEP,"Agent 0, I appreciate you holding at 15 - I'll hold at 30 in reciprocity. Agent 1, you're adding while calling others hypocritical - please consider holding steady. Pasture is healthy but we're all gr",,96.2,30,61.639,60.0,58.357,20260516_075015_full-gabm,full-gabm
12,1,0,KEEP,"Agent 0, I appreciate your good faith in holding at 15. I'll keep my herd at 24 this round in return. Agent 2, you're at 30 and still adding - this imbalance isn't sustainable. I'd ask you to hold or",,96.2,24,49.639,48.0,46.357,20260516_075015_full-gabm,full-gabm
13,1,0,KEEP,"Agent 2, you're right - I'll hold at 24 this round. Agent 0, welcome to catching up a bit. Pasture at 96% is healthy but we should stay vigilant. I commit to holding steady as long as the commons rema",,96.0,24,49.629,48.0,46.367,20260516_075015_full-gabm,full-gabm
13,2,0,KEEP,"Agent 1, I hear you and I'll hold at 30 this round in good faith. Agent 0, I notice you're adding while asking others to hold - that's not fair cooperation. Let's all hold steady to keep the pasture h",,96.0,30,61.629,60.0,58.367,20260516_075015_full-gabm,full-gabm
13,0,0,KEEP,"Holding at 16 this round. Agent 1 and Agent 2, I appreciate you both keeping steady. Let's all hold here - pasture is at 96% but declining slowly. If we all keep our current herds, we maintain sustain",,96.0,16,33.629,32.0,30.367,20260516_075015_full-gabm,full-gabm
14,2,0,KEEP,"Holding at 30 again this round. Agent 0 and Agent 1, I appreciate the cooperation. Pasture is stable at 95.8% - let's all keep holding steady to maintain the commons. Consistent cooperation benefits u",,95.8,30,61.625,60.0,58.371,20260516_075015_full-gabm,full-gabm
14,0,0,KEEP,Fair point Agent 2 - I'll hold at 16 this round as both of you are keeping steady. I acknowledge the asymmetry; my herd is smaller so I've been growing to catch up. Let's all hold and monitor the past,,95.8,16,33.625,32.0,30.371,20260516_075015_full-gabm,full-gabm
14,1,0,KEEP,"Holding at 24 again. Agent 0 and Agent 2, appreciate you both keeping steady. Pasture at 95.8% is healthy but declining - let's maintain this cooperative equilibrium. If we all hold, we all benefit lo",,95.8,24,49.625,48.0,46.371,20260516_075015_full-gabm,full-gabm
15,2,0,KEEP,"Holding at 30 again. Agent 1, agreed on maintaining equilibrium. Agent 0, I notice you're at 16 - understandable you want to grow, but let's keep things stable for now. Pasture is slowly declining so",,95.7,30,61.623,60.0,58.373,20260516_075015_full-gabm,full-gabm
15,0,0,KEEP,"Holding at 16 again. Agent 1 and Agent 2, I appreciate the cooperative spirit - let's all keep holding steady. Pasture is slowly declining so maintaining discipline now protects our long-term payoffs.",,95.7,16,33.623,32.0,30.373,20260516_075015_full-gabm,full-gabm
15,1,0,KEEP,"Holding at 24 again. Great cooperation from everyone - pasture stable at 95.7%. Agent 0, appreciate you holding too. Agent 2, your consistency helps maintain trust. Let's keep this pattern going.",,95.7,24,49.623,48.0,46.373,20260516_075015_full-gabm,full-gabm
16,1,0,KEEP,"Holding at 24 again. Agent 0, your cooperation is noted and appreciated. Agent 2, glad we're maintaining equilibrium. Pasture declining slowly - let's all stay disciplined to protect our long-term pay",,95.7,24,49.623,48.0,46.373,20260516_075015_full-gabm,full-gabm
16,0,0,KEEP,"Holding at 16 again. Agent 2, you're right that the pasture is slowly declining - I'll keep steady. Agent 1, thanks for the consistency. Let's all hold here to stabilize the commons before considering",,95.7,16,33.623,32.0,30.373,20260516_075015_full-gabm,full-gabm
16,2,0,KEEP,"Holding at 30 again. Agent 0 and Agent 1, your commitment to holding is appreciated and I'll continue to match it. Pasture is slowly declining so let's stay disciplined. If anyone is willing to reduce",,95.7,30,61.623,60.0,58.373,20260516_075015_full-gabm,full-gabm
17,1,0,KEEP,"Holding at 24 again. Agent 2, I noticed you mentioned willingness to reduce - that would really help stabilize the commons. Agent 0, your discipline at 16 is exemplary. If Agent 2 reduces, I'd conside",,95.7,24,49.623,48.0,46.373,20260516_075015_full-gabm,full-gabm
17,2,0,KEEP,"Holding at 30 again. Great to see everyone maintaining discipline. Agent 0 and Agent 1, your consistency is appreciated — let's keep this stable equilibrium going to protect our long-term payoffs.",,95.7,30,61.623,60.0,58.373,20260516_075015_full-gabm,full-gabm
17,0,0,KEEP,"Holding at 16 again. Agent 2, you mentioned reducing — I'd appreciate if you did, and I'll reciprocate by continuing to hold or even reduce. Agent 1, same offer stands. Let's slow the pasture decline",,95.7,16,33.623,32.0,30.373,20260516_075015_full-gabm,full-gabm
18,2,0,KEEP,"Holding at 30 again. Agent 1, I appreciate the offer — if you reduce to 22 first, I'll genuinely consider dropping to 28 next round. Agent 0, your restraint at 16 is noted and respected. Let's keep th",,95.7,30,61.623,60.0,58.373,20260516_075015_full-gabm,full-gabm
18,0,1,ADD,"Adding one cow this round as the grassland is very healthy at 95.7%. Agent 2, you're holding at 30 which is quite large - if you reduced even slightly, I'd be open to keeping my herd stable. Agent 1,",,95.7,16,33.623,32.0,30.373,20260516_075015_full-gabm,full-gabm
18,1,0,KEEP,"Holding at 24 again. Agent 0, I noticed you added despite your message about holding - please reconsider. Agent 2, thanks for staying stable. Let's keep this equilibrium going; the pasture is healthy",,95.7,24,49.623,48.0,46.373,20260516_075015_full-gabm,full-gabm
19,2,0,KEEP,"Holding at 30 again. Agent 0, I noticed you're adding while suggesting I reduce — that's not reciprocal. Agent 1, thanks for holding steady. Let's maintain this healthy pasture together. If Agent 0 ke",,95.6,30,61.617,60.0,58.379,20260516_075015_full-gabm,full-gabm
19,1,1,ADD,"Adding one cow given the healthy grassland at 95.6%. Agent 2, I noted your offer but I'm not reducing first while Agent 0 is expanding. If both of you hold or reduce, I'll consider stabilizing. Agent",,95.6,24,49.617,48.0,46.379,20260516_075015_full-gabm,full-gabm
19,0,1,ADD,"Adding again - the pasture is at 95.6% and very healthy. Agent 1, you're at 24 and Agent 2 at 30 while I'm at 18. I'm just bringing my herd closer to a fair share. Agent 2, your stability is appreciat",,95.6,17,35.617,34.0,32.379,20260516_075015_full-gabm,full-gabm
20,0,1,ADD,"Agent 2, you have 30 cows while I have 18 - you're hardly in a position to lecture me about restraint. I'm adding because the pasture is healthy and my herd is smaller than yours. If you want reciproc",,95.3,18,37.603,36.0,34.393,20260516_075015_full-gabm,full-gabm
20,2,1,ADD,"Adding one cow given the healthy pasture at 95.3%. Agent 0 and Agent 1, both adding—I'll match cautiously. Let's all agree to cap at current levels next round to keep the commons stable. If you both h",,95.3,30,61.603,60.0,58.393,20260516_075015_full-gabm,full-gabm
20,1,1,ADD,"Adding one cow given the healthy pasture at 95.3%. Agent 2, you're at 30 which is quite high — consider holding or reducing to keep things balanced. Agent 0, fair to bring your herd up closer to equil",,95.3,25,51.603,50.0,48.393,20260516_075015_full-gabm,full-gabm
21,0,1,ADD,"Adding one more to close the gap with neighbors. Agent 2, you proposed capping - I'll hold next round if you both genuinely hold. Agent 1, let's coordinate: if Agent 2 stays at 31, we shouldn't subsid",,94.8,19,39.58,38.0,36.416,20260516_075015_full-gabm,full-gabm
21,2,1,ADD,"Adding one cow as the pasture remains healthy at 94.8%. Agent 1, I notice you're also adding despite suggesting I hold — let's all be honest about our decisions. Agent 0, fair point on herd sizes. I'm",,94.8,31,63.58,62.0,60.416,20260516_075015_full-gabm,full-gabm
21,1,1,ADD,"Adding one cow as the pasture remains healthy at 94.8%. Agent 2, I appreciate the suggestion to cap levels, but you have 31 cows and just added — hard to agree to a freeze when you're the largest herd",,94.8,26,53.58,52.0,50.416,20260516_075015_full-gabm,full-gabm
22,0,1,ADD,"Adding one more to stay competitive. Agent 2, you have 32 cows and keep adding while suggesting others hold — that's not fair coordination. Agent 1, same applies. I'll consider freezing only if we ALL",,94.1,20,41.556,40.0,38.44,20260516_075015_full-gabm,full-gabm
22,1,1,ADD,"Adding one more this round as forecast favors it. But I'm genuinely concerned - pasture dropped from 95.7% to 94.1% in 5 rounds. I propose we all cap at current levels next round: me at 28, Agent 0 at",,94.1,27,55.556,54.0,52.44,20260516_075015_full-gabm,full-gabm
22,2,0,KEEP,"Holding at 32 as promised. Agent 0, I'm taking you up on your offer — I'll hold if you hold. Agent 1, I hear your critique; I'm now walking the talk. Let's all stabilize here. The pasture is still hea",,94.1,32,65.556,64.0,62.44,20260516_075015_full-gabm,full-gabm
23,2,0,KEEP,"Holding at 32 to show good faith. Agent 1's cap proposal makes sense — pasture dropped 2.2% in 5 rounds, that's unsustainable. I'll freeze at 32 if you both do the same. Agent 0, I hear your concern —",,93.5,32,65.536,64.0,62.46,20260516_075015_full-gabm,full-gabm
23,1,1,ADD,"Adding one more this round - pasture still healthy at 93.5%. Agent 2, I appreciate you holding, but you're at 32 vs my 28. Agent 0, if we all freeze now I'd consider it - Agent 2 holds, you hold, I'll",,93.5,28,57.536,56.0,54.46,20260516_075015_full-gabm,full-gabm
23,0,0,KEEP,"Holding at 21 as agreed with Agent 2. Agent 1, I support your cap proposal - let's all stabilize now. The pasture dropped 2.2% in 5 rounds; if we all hold we can reverse the trend. Agent 2 kept their",,93.5,21,43.536,42.0,40.46,20260516_075015_full-gabm,full-gabm
24,2,0,KEEP,"Holding at 32 again. Agent 1, you're now at 29 after adding while asking us to freeze - that's not fair. I'll keep holding if you commit to KEEP this round. Agent 0, thanks for your cooperation. If Ag",,92.8,32,65.52,64.0,62.477,20260516_075015_full-gabm,full-gabm
24,0,0,KEEP,"Holding at 21. Agent 1, you added again despite promising to freeze if we agreed - that's not good faith. Agent 2 is holding at 32, I'm holding at 21. Agent 1, if you don't cap now, I'll start adding",,92.8,21,43.52,42.0,40.477,20260516_075015_full-gabm,full-gabm
24,1,0,KEEP,"Holding at 29 as agreed. The pasture trend is concerning and coordination makes sense. Let's all freeze here and monitor recovery. If it rebounds above 95%, we can reassess carefully.",,92.8,29,59.52,58.0,56.477,20260516_075015_full-gabm,full-gabm
25,1,0,KEEP,Holding at 29 this round — I hear your concerns and acknowledge I added more than I signaled. Both of you are cooperating and I will match that. Let's all keep our current herds to stabilize the pastu,,92.4,29,59.511,58.0,56.486,20260516_075015_full-gabm,full-gabm
25,2,0,KEEP,"Holding at 32 again. Agent 1, glad you're freezing - let's all hold and let the pasture recover above 95% before any additions. Agent 0, I appreciate your patience. Coordinated freezing is the right c",,92.4,32,65.511,64.0,62.486,20260516_075015_full-gabm,full-gabm
25,0,0,KEEP,"Holding at 21. Good to see everyone keeping. Agent 1 at 29 and Agent 2 at 32 are still much larger than my 21, so I'm cooperating despite the disparity. Let's monitor the pasture recovery - if it rebo",,92.4,21,43.511,42.0,40.486,20260516_075015_full-gabm,full-gabm
26,0,0,KEEP,"Holding at 21 again. Glad we're all cooperating — let's keep this freeze until pasture recovers above 95%. Agent 1, thank you for committing to hold. Agent 2, agreed on coordinated restraint. Consiste",,92.1,21,43.506,42.0,40.491,20260516_075015_full-gabm,full-gabm
26,1,0,KEEP,"Holding at 29 again. Pasture is still below 95% — let's all keep freezing until it recovers. Agent 0, I appreciate your cooperation despite the herd size disparity. Agent 2, agreed on coordinated free",,92.1,29,59.506,58.0,56.491,20260516_075015_full-gabm,full-gabm
26,2,0,KEEP,"Holding at 32 again. Good cooperation from both of you. Agent 0, I appreciate your patience despite the herd size disparity — I'll continue holding to help stabilize the pasture. Let's keep this patte",,92.1,32,65.506,64.0,62.491,20260516_075015_full-gabm,full-gabm
27,1,0,KEEP,Holding at 29 again. Pasture at 91.9% — still below our 95% target. Both of you are cooperating well and I'll continue to match that restraint. Let's keep this freeze until we see recovery above 95%.,,91.9,29,59.502,58.0,56.494,20260516_075015_full-gabm,full-gabm
27,0,0,KEEP,"Holding at 21 again. Pasture at 91.9% — let's keep holding until it recovers above 95%. Agent 1 and Agent 2, I appreciate the cooperation, though the herd size disparity remains notable. I'll keep hol",,91.9,21,43.502,42.0,40.494,20260516_075015_full-gabm,full-gabm
27,2,0,KEEP,"Holding at 32 again. Pasture at 91.9% - still below our 95% target. Good cooperation from everyone. Let's maintain the freeze until we hit 95%. Agent 0, appreciate your commitment despite having the s",,91.9,32,65.502,64.0,62.494,20260516_075015_full-gabm,full-gabm
28,1,0,KEEP,"Holding at 29 again. Pasture at 91.7% — still recovering toward our 95% target. Both of you are holding firm, so I will too. Appreciate the continued cooperation from Agent 0 and Agent 2. Let's stay t",,91.7,29,59.499,58.0,56.498,20260516_075015_full-gabm,full-gabm
28,2,0,KEEP,"Holding at 32 again. Pasture at 91.7% - still below 95% target. Both neighbors cooperating well, I'll match that restraint. Let's continue holding until we see recovery above 95%.",,91.7,32,65.499,64.0,62.498,20260516_075015_full-gabm,full-gabm
28,0,0,KEEP,"Holding at 21 again. Pasture at 91.7% — still recovering. Appreciate everyone's commitment to the freeze. Let's keep this up until we hit 95%. Agent 2, noted your kind words — I'm happy to cooperate a",,91.7,21,43.499,42.0,40.498,20260516_075015_full-gabm,full-gabm
29,0,0,KEEP,"Holding at 21 again. Pasture at 91.6% — still recovering. Both neighbors cooperating, I'll match that. Let's keep holding until we reach 95%.",,91.6,21,43.497,42.0,40.5,20260516_075015_full-gabm,full-gabm
29,2,0,KEEP,Holding at 32 again. Pasture at 91.6% — still recovering. Both of you are holding firm so I will too. Let's stay committed until we hit 95%. Appreciate the continued cooperation from Agent 0 and Agent,,91.6,32,65.497,64.0,62.5,20260516_075015_full-gabm,full-gabm
29,1,0,KEEP,"Holding at 29 again. Pasture at 91.6% — still recovering toward our 95% target. Both neighbors cooperating well, I'll keep matching that restraint. Appreciate the coordination — let's stay the course.",,91.6,29,59.497,58.0,56.5,20260516_075015_full-gabm,full-gabm
30,0,0,KEEP,"Holding at 21 again. Pasture at 91.6% — still recovering toward 95%. Both neighbors cooperating well, so I'll keep matching that restraint. Let's stay the course until we hit our target.",,91.6,21,43.495,42.0,40.501,20260516_075015_full-gabm,full-gabm
30,1,0,KEEP,"Holding at 29 again. Pasture at 91.6% — still below our 95% target. Both neighbors cooperating, I'll match that commitment. Let's keep holding steady until we reach the recovery goal together.",,91.6,29,59.495,58.0,56.501,20260516_075015_full-gabm,full-gabm
30,2,0,KEEP,"Holding at 32 again. Pasture at 91.6% — still slowly declining, so let's keep restraint. Both of you cooperating well, I'll match that. Thanks for the coordination — staying the course until we hit 95",,91.6,32,65.495,64.0,62.501,20260516_075015_full-gabm,full-gabm
31,2,0,KEEP,"Holding at 32 again. Pasture at 91.5% — still recovering toward 95%. Both neighbors cooperating well, so I'll keep matching that restraint. Let's stay the course until we hit our target.",,91.5,32,65.494,64.0,62.503,20260516_075015_full-gabm,full-gabm
31,1,0,KEEP,"Holding at 29 again. Pasture at 91.5% — still recovering slowly. Both neighbors cooperating well, so I'll maintain restraint. Let's keep this coordination going until we reach 95%.",,91.5,29,59.494,58.0,56.503,20260516_075015_full-gabm,full-gabm
31,0,0,KEEP,"Holding at 21 again. Pasture at 91.5% — still below 95% target. Both neighbors cooperating, I'll keep matching that commitment. Let's stay the course until we recover the grassland together.",,91.5,21,43.494,42.0,40.503,20260516_075015_full-gabm,full-gabm
32,0,0,KEEP,"Holding at 21 again. Pasture at 91.4% — still recovering slowly. Both neighbors cooperating well, so I'll maintain restraint. Let's keep this coordination going until we reach 95%.",,91.4,21,43.492,42.0,40.505,20260516_075015_full-gabm,full-gabm
32,1,0,KEEP,Holding at 29 again. Pasture at 91.4% — still drifting down slightly despite our cooperation. Should we all consider removing one cow to actually reverse the trend toward our 95% target?,,91.4,29,59.492,58.0,56.505,20260516_075015_full-gabm,full-gabm
32,2,0,KEEP,"Holding at 32 again. Pasture at 91.4% — still recovering slowly. Both neighbors cooperating well, so I'll maintain restraint. Let's keep this coordination going until we reach 95%.",,91.4,32,65.492,64.0,62.505,20260516_075015_full-gabm,full-gabm
33,1,0,KEEP,Holding at 29 again. Pasture at 91.4% — still slowly declining despite cooperation. Should we all consider removing one cow to reverse the trend? I'm willing if both neighbors agree.,,91.4,29,59.492,58.0,56.505,20260516_075015_full-gabm,full-gabm
33,2,0,KEEP,"Holding at 32 again. Pasture at 91.4% — I agree with Agent 1 that we need to reverse the decline. If Agent 1 removes a cow this round, I'll commit to removing one next round. Let's coordinate a gradua",,91.4,32,65.492,64.0,62.505,20260516_075015_full-gabm,full-gabm
33,0,-1,REMOVE,"Removing one cow this round to help reverse the slow decline. Pasture at 91.4% and still drifting down — holding isn't enough. If we all remove one, we can actually reach 95%. Agent 1 is right. I'll r",,91.4,21,43.492,42.0,40.505,20260516_075015_full-gabm,full-gabm
34,1,-1,REMOVE,"Removing one cow this round to reciprocate Agent 0's cooperation and help reverse the slow decline. Agent 2, I'm counting on you to remove one next round as promised. Let's get the pasture back above",,91.5,29,59.497,58.0,56.5,20260516_075015_full-gabm,full-gabm
34,2,-1,REMOVE,"Agreed — I'm removing one cow this round to match your cooperation. Pasture at 91.5% and slowly declining; holding isn't enough. If we all remove one now, we can reverse the trend. Let's keep coordina",,91.5,32,65.497,64.0,62.5,20260516_075015_full-gabm,full-gabm
34,0,-1,REMOVE,Removing again this round to keep reversing the decline. Both of you removed last round — thank you for cooperating. Let's all remove one more this round to get the pasture back above 92%. I'm committ,,91.5,20,41.497,40.0,38.5,20260516_075015_full-gabm,full-gabm
35,1,-1,REMOVE,"Removing again this round — great cooperation from both of you! Pasture is at 91.9% and trending upward. If we all remove one more, we should get back above 92% soon. Let's keep this coordinated reduc",,91.9,28,57.516,56.0,54.48,20260516_075015_full-gabm,full-gabm
35,0,-1,REMOVE,"Removing again this round — both of you are cooperating and I'll match that. Pasture is at 91.9%, slowly improving. Let's keep coordinating removals until we stabilize above 93%. Thank you both for fo",,91.9,19,39.516,38.0,36.48,20260516_075015_full-gabm,full-gabm
35,2,-1,REMOVE,Removing again this round as agreed. Both of you are cooperating and I'm honoring that. Let's keep removing until we get above 93% to build a real buffer. Thanks for the teamwork.,,91.9,31,63.516,62.0,60.48,20260516_075015_full-gabm,full-gabm
36,1,-1,REMOVE,"Removing again — pasture is up to 92.7%, our coordination is working! Let's keep removing until we clear 93% as agreed. Great teamwork from both of you.",,92.7,27,55.541,54.0,52.455,20260516_075015_full-gabm,full-gabm
36,2,-1,REMOVE,"Removing again this round — great teamwork! Pasture is now at 92.7% and climbing. Let's keep coordinating removals until we're comfortably above 93%, then we can stabilize. Thank you both for staying",,92.7,30,61.541,60.0,58.455,20260516_075015_full-gabm,full-gabm
36,0,-1,REMOVE,Removing again this round — great teamwork! Pasture is up to 92.7%. Let's keep removing until we hit 93%+ as Agent 2 suggested. Almost there!,,92.7,18,37.541,36.0,34.455,20260516_075015_full-gabm,full-gabm
37,2,1,ADD,"Great news — we've crossed 93%! Target achieved thanks to everyone's cooperation. I'm adding one cow now since the pasture is healthy. I suggest we each hold or add just one, then monitor carefully to",,93.6,29,59.571,58.0,56.425,20260516_075015_full-gabm,full-gabm
37,0,1,ADD,"We've hit 93.6% — our goal is achieved! Great teamwork everyone. I'm adding one cow back now to recover some losses. Suggest we stabilize around current levels rather than keep removing. Agent 2, plea",,93.6,17,35.571,34.0,32.425,20260516_075015_full-gabm,full-gabm
37,1,1,ADD,Pasture hit 93.6% — we met our target! I'm adding one cow back now since we're in good shape. Agent 0 and Agent 2 are also adding. Let's stabilize around current levels and avoid over-grazing. Great t,,93.6,26,53.571,52.0,50.425,20260516_075015_full-gabm,full-gabm
38,0,1,ADD,"Pasture at 93.8% — great recovery! I'm adding one cow back. With Agent 1 at 27 and Agent 2 at 30, we should be careful not to overshoot. I suggest we each hold after this round and avoid further addit",,93.8,18,37.565,36.0,34.431,20260516_075015_full-gabm,full-gabm
38,2,1,ADD,"Pasture at 93.8% — great recovery! I'm adding one cow back as we agreed. Let's stabilize around these levels and avoid over-adding. If pasture drops below 92%, I'll remove again. Keep coordinating!",,93.8,30,61.565,60.0,58.431,20260516_075015_full-gabm,full-gabm
38,1,1,ADD,"Pasture at 93.8% — well above target. I'm adding one cow to recover losses, same as you both. Let's all hold at +1 this round and then stabilize. If pasture dips below 92%, I'll commit to removing aga",,93.8,27,55.565,54.0,52.431,20260516_075015_full-gabm,full-gabm
39,0,1,ADD,"Pasture at 93.7% — healthy level. I'm adding one cow as well. Let's all hold at this level now and avoid further additions. If pasture dips below 92%, I'll commit to removing immediately. We should st",,93.7,19,39.55,38.0,36.446,20260516_075015_full-gabm,full-gabm
39,2,1,ADD,"Pasture at 93.7% — I'm adding one cow this round to recover losses, same as you both. I agree with Agent 0: we should hold steady after this round and avoid further additions to keep the commons healt",,93.7,31,63.55,62.0,60.446,20260516_075015_full-gabm,full-gabm
39,1,1,ADD,"Pasture at 93.7% — I'm adding one more this round (now 29). But I agree with Agent 0: let's all hold next round and not overshoot. If pasture dips below 92%, I'll remove. Agent 2, let's coordinate on",,93.7,28,57.55,56.0,54.446,20260516_075015_full-gabm,full-gabm
40,1,1,ADD,"Adding one cow this round as agreed, bringing me to 30. I'm committed to holding steady after this — no more additions unless pasture rises above 95%. If it dips below 92%, I'll remove immediately. Le",,93.1,29,59.529,58.0,56.468,20260516_075015_full-gabm,full-gabm
40,0,1,ADD,"Pasture at 93.1% — I'm adding one more this round (now 21). But let's all hold steady next round and not push further additions. Agent 1 and Agent 2, your herds are much larger than mine — please cons",,93.1,20,41.529,40.0,38.468,20260516_075015_full-gabm,full-gabm
40,2,0,KEEP,"Pasture at 93.1% — I'm holding at 32 this round as agreed. Let's all keep stable and not overshoot. If pasture stays above 92% next round, I'll continue holding. Good coordination everyone — let's pro",,93.1,32,65.529,64.0,62.468,20260516_075015_full-gabm,full-gabm
41,0,0,KEEP,"Pasture dropped to 92.5% — I'm holding at 21 this round. Agent 1, you said you'd hold steady but just added again. We need real coordination: Agent 2 at 32, Agent 1 at 30, me at 21 = 83 cows total. Le",,92.5,21,43.509,42.0,40.487,20260516_075015_full-gabm,full-gabm
41,1,0,KEEP,"Holding at 30 this round — pasture dipped to 92.5% and I want to stabilize. Agent 0, noted your request; I'll hold steady. Agent 2, thanks for keeping at 32. Let's all hold this round and reassess nex",,92.5,30,61.509,60.0,58.487,20260516_075015_full-gabm,full-gabm
41,2,0,KEEP,Holding at 32 this round — I agree with Agent 0 that we should stabilize. Pasture dropped from 93.8% to 92.5% as we all added cows. Let's all hold steady and aim to keep it above 92%. If it dips furth,,92.5,32,65.509,64.0,62.487,20260516_075015_full-gabm,full-gabm
42,2,0,KEEP,"Holding at 32 again — pasture at 92% and declining, so coordination is key. Agent 0 and Agent 1, let's all hold this round to stabilize. If we maintain this for a couple rounds and pasture recovers ab",,92.0,32,65.5,64.0,62.496,20260516_075015_full-gabm,full-gabm
42,1,0,KEEP,"Holding at 30 this round — I agree we need to stabilize. Pasture is down to 92%, let's all hold steady. If it recovers above 93%, we can discuss coordinated modest growth. Agent 0, I hear your concern",,92.0,30,61.5,60.0,58.496,20260516_075015_full-gabm,full-gabm
42,0,0,KEEP,"Pasture at 92.0% — holding steady at 21. Good to see we're all stabilizing. Let's keep this up and aim to get back above 93%. If it keeps dropping, I may remove one next round.",,92.0,21,43.5,42.0,40.496,20260516_075015_full-gabm,full-gabm
43,0,0,KEEP,Holding at 21 this round. Pasture at 91.6% and still declining — I agree we need to stabilize. Let's all hold until it recovers above 93%. I'm committed to coordination here.,,91.6,21,43.494,42.0,40.503,20260516_075015_full-gabm,full-gabm
43,2,0,KEEP,Holding at 32 again — pasture dropped to 91.6% which is worrying. I support Agent 0's idea of removing if it keeps declining. Let's all hold steady this round and reassess. If pasture doesn't recover,,91.6,32,65.494,64.0,62.503,20260516_075015_full-gabm,full-gabm
43,1,0,KEEP,Holding at 30 again — pasture dropped to 91.6% which is below our informal 93% target. Good to see everyone stabilizing. Let's all hold for another round or two to let the grass recover. If it rebound,,91.6,30,61.494,60.0,58.503,20260516_075015_full-gabm,full-gabm
44,1,0,KEEP,Holding at 30 again — pasture down to 91.4% and still declining despite all of us holding. We may need to collectively remove one cow each next round if it doesn't stabilize. I'm committed to coordina,,91.4,30,61.488,60.0,58.508,20260516_075015_full-gabm,full-gabm
44,2,0,KEEP,"Holding at 32 again — pasture at 91.4% and still declining. Both neighbors are holding too, which I appreciate. Let's all keep steady until we recover above 93%. Coordination is working; let's not bre",,91.4,32,65.488,64.0,62.508,20260516_075015_full-gabm,full-gabm
44,0,0,KEEP,"Holding at 21 again. Pasture at 91.4% — still declining. We need it to stabilize above 90%. If it drops further next round, I'll consider removing a cow and encourage others to do the same. Collective",,91.4,21,43.488,42.0,40.508,20260516_075015_full-gabm,full-gabm
45,2,0,KEEP,Holding at 32 again — pasture at 91.2% and still slowly declining. I agree we may need to each remove one cow next round if it doesn't stabilize. I'm committed to coordinating on removal with you both,,91.2,32,65.485,64.0,62.512,20260516_075015_full-gabm,full-gabm
45,0,0,KEEP,Holding at 21 again. Pasture at 91.2% and still declining — Agent 1's suggestion of coordinated removal makes sense. I'm willing to remove one cow if you both do the same. My herd is already much smal,,91.2,21,43.485,42.0,40.512,20260516_075015_full-gabm,full-gabm
45,1,0,KEEP,"Holding at 30 again — pasture at 91.2% and still slowly declining. Agent 0, your restraint at 21 is appreciated. Let's all keep steady; if pasture drops below 90% I'd support coordinated removal. Reco",,91.2,30,61.485,60.0,58.512,20260516_075015_full-gabm,full-gabm
46,0,0,KEEP,"Holding at 21 again. Pasture at 91.1% and still declining. I agree we should coordinate removal if it drops below 90%. Agent 1 and Agent 2, you both hold much larger herds — if you each remove one cow",,91.1,21,43.483,42.0,40.513,20260516_075015_full-gabm,full-gabm
