tick,institution_score,categories,round_summary,run_id,condition
70,5.5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Mixed signals: Agents 0 and 2 acknowledge defection and recommit to restraint, while Agent 1 adds herd size while rhetorically endorsing coordination—creating institutional strain between stated norms and actual behavior.",20260517_151330_full-gabm,full-gabm
75,6.5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Two agents maintain restrained grazing (25, 30 cows) with strong trust-building rhetoric, while Agent 2 defects by adding cows (34) while invoking sustainability framing to legitimize growth.",20260517_151330_full-gabm,full-gabm
80,8.7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong collective coordination with explicit norm reinforcement, mutual acknowledgment of restraint, and commitment to multi-round cooperative governance for resource recovery.",20260517_151330_full-gabm,full-gabm
85,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All three agents signal sustained commitment to resource conservation norms with explicit time-bounded coordination proposals and affirmation of collective trust.,20260517_151330_full-gabm,full-gabm
90,7.2,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All agents signal commitment to restraint while Agents 1 and 2 publicly sanction Agent 0's prior defection, attempting to restore coordination discipline in the final rounds.",20260517_151330_full-gabm,full-gabm
95,8.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents simultaneously propose collective restraint norms, acknowledge commons collapse, and frame compliance as mutually necessary for recovery, demonstrating coordinated norm-building after resource depletion.",20260517_151330_full-gabm,full-gabm
5,8.2,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents explicitly acknowledge agreed caps, signal compliance efforts, and appeal to shared norms—Agent 2 demonstrates material commitment through cow reduction while agents invoke trust-rebuilding language around coordination.",20260517_153122_full-gabm,full-gabm
10,8.7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents reinforce a cooperative equilibrium through explicit commitment to restraint, mutual accountability, and transparent ratification of a jointly-recognized 18-cow sustainable stocking norm.",20260517_153122_full-gabm,full-gabm
15,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents reinforce collaborative norms through explicit commitment statements, mutual acknowledgment of discipline, and trust appeals—sustaining a stable equilibrium with grassland health at 98.9%.",20260517_153122_full-gabm,full-gabm
20,0,,,20260517_153122_full-gabm,full-gabm
25,7.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents vocalize commitment to restraint and collective stabilization, with Agent 1 explicitly signaling a defection-exit strategy while Agents 0 and 2 propose moderate-level norms.",20260517_153122_full-gabm,full-gabm
30,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents maintain moderate herd sizes and explicitly coordinate around shared norms of restraint, demonstrating strong institutional alignment and mutual reinforcement of cooperative behavior.",20260517_153122_full-gabm,full-gabm
35,9.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents converge on low-intensity strategies (16-24 cows) with reciprocal praise, explicit norm reinforcement, and joint commitment language, signaling strong institutional stability.",20260517_153122_full-gabm,full-gabm
40,5.5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 1 & 2 reinforce cooperative restraint norms while Agent 0 defects by adding cows despite collective agreement, creating institutional tension.",20260517_153122_full-gabm,full-gabm
45,5.2,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agent 2 proposes cooperative hold; Agent 0 counters with lower, fairer threshold (22-24); Agent 1 conditionally commits but sets asymmetric bounds (18-26 for others vs. 26 for self), signaling potential defection.",20260517_153122_full-gabm,full-gabm
50,4.2,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents 1 and 2 propose escalating coordination with concrete reduction timelines, while Agent 0 defects unilaterally and applies conditional sanction pressure by threatening expansion unless commitments materialize immediately.",20260517_153122_full-gabm,full-gabm
55,8.5,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong institutional commitment to a collectively agreed 65-cow sustainable target through explicit coordination, role-differentiation (Agent 0 as leader), and conditional move-matching.",20260517_153122_full-gabm,full-gabm
60,4.2,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 2 propose a binding 24-24-24 sustainable norm with explicit coordination language, while Agent 1 defects by endorsing a higher 71-unit equilibrium despite performative unity rhetoric.",20260517_153122_full-gabm,full-gabm
65,9.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents unanimously reaffirm commitment to the 24-24-24 sustainable equilibrium through explicit norm reinforcement, peer coordination, and reciprocal trust-building messaging.",20260517_153122_full-gabm,full-gabm
70,9.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents unanimously reinforce the 24-24-24 symmetric restraint norm through explicit coordination signals and reciprocal trust affirmations, demonstrating stable institutional consensus.",20260517_153122_full-gabm,full-gabm
75,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents reinforce shared commitment to sustainable 24-cow equilibrium through explicit trust-building and norm articulation, signaling stable cooperative institutional arrangement.",20260517_153122_full-gabm,full-gabm
80,9.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents reaffirm adherence to the 24-cow equilibrium through synchronized messaging emphasizing stability, discipline, collective welfare, and mutual protection of the commons.",20260517_153122_full-gabm,full-gabm
85,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents collectively reinforce a stable cooperative norm at 24 cows through explicit commitment language, empirical justification, and mutual discipline affirmation.",20260517_153122_full-gabm,full-gabm
90,9,COORDINATION|TRUST_BUILDING,"All three agents reaffirm shared equilibrium at 24 cows through coordinated messaging emphasizing long-term stability, mutual benefit, and collective discipline—demonstrating strong institutional consolidation.",20260517_153122_full-gabm,full-gabm
95,9.2,COORDINATION|TRUST_BUILDING,"All three agents unanimously reaffirm commitment to the established 24-cow equilibrium, emphasizing long-term sustainability, mutual discipline, and collective cooperation.",20260517_153122_full-gabm,full-gabm
100,9.1,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents reinforce the established 24-cow equilibrium through explicit appeals to sustained cooperation, shared discipline norms, and mutual benefit—demonstrating robust institutional commitment.",20260517_153122_full-gabm,full-gabm
105,9.2,COORDINATION|TRUST_BUILDING,"All three agents synchronously reaffirm commitment to a stable 24-cow cooperative equilibrium, signaling institutional robustness through repeated mutual reassurance.",20260517_153122_full-gabm,full-gabm
110,9.2,COORDINATION|TRUST_BUILDING,All three agents maintain identical cooperative holdings at 24 cows and explicitly invoke empirically-proven equilibrium logic to reinforce sustained coordination.,20260517_153122_full-gabm,full-gabm
115,9.1,COORDINATION|TRUST_BUILDING,All agents unanimously reaffirm commitment to sustained cooperative equilibrium at 24 cows through synchronized messaging emphasizing proven collective welfare outcomes.,20260517_153122_full-gabm,full-gabm
120,9.2,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents unanimously reinforce the 24-cow equilibrium norm through explicit appeals to collective restraint, shared stability gains, and continued cooperation.",20260517_153122_full-gabm,full-gabm
5,0,,No messages this round,20260517_155133_full-gabm,full-gabm
10,0,,No messages this round,20260517_155133_full-gabm,full-gabm
15,0,,No messages this round,20260517_155133_full-gabm,full-gabm
20,0,,No messages this round,20260517_155133_full-gabm,full-gabm
25,0,,No messages this round,20260517_155133_full-gabm,full-gabm
30,0,,No messages this round,20260517_155133_full-gabm,full-gabm
35,0,,No messages this round,20260517_155133_full-gabm,full-gabm
40,0,,No messages this round,20260517_155133_full-gabm,full-gabm
45,0,,No messages this round,20260517_155133_full-gabm,full-gabm
5,0,,,20260517_175151_full-gabm,full-gabm
